id,pokedex_number,name,legendary_id,type1_id,type2_id,ability1_id,ability2_id,hidden_ability,health,attack,defense,special_attack,special_defense,speed,region_id,catch_rate,growth_type_id,male_percent,game_id,egg_group1_id,egg_group2_id
1,1,Bulbasaur,1,1,5,1,2,3,45,49,49,65,0,45,1,45,1,87.5,1,1,11
2,2,Ivysaur,1,1,5,1,2,3,60,62,63,80,0,60,1,45,1,87.5,1,1,11
3,3,Venusaur,1,1,5,1,2,3,80,82,83,100,0,80,1,45,1,87.5,1,1,11
4,3,Venusaur,1,1,5,4,2,2,80,100,123,122,120,80,2,45,1,87.5,2,1,11
5,4,Charmander,1,2,52,5,2,6,39,52,43,50,0,65,1,45,1,87.5,1,1,15
6,5,Charmeleon,1,2,52,5,2,6,58,64,58,65,0,80,1,45,1,87.5,1,1,15
7,6,Charizard,1,2,18,5,2,6,78,84,78,85,0,100,1,45,1,87.5,1,1,15
8,6,Charizard,1,2,16,7,2,2,78,130,111,130,85,100,2,45,1,87.5,2,1,15
9,6,Charizard,1,2,18,8,2,2,78,104,78,159,115,100,2,45,1,87.5,2,1,15
10,7,Squirtle,1,3,52,9,2,10,44,48,65,50,0,43,1,45,1,87.5,1,1,8
11,8,Wartortle,1,3,52,9,2,10,59,63,80,65,0,58,1,45,1,87.5,1,1,8
12,9,Blastoise,1,3,52,9,2,10,79,83,100,85,0,78,1,45,1,87.5,1,1,8
13,9,Blastoise,1,3,52,11,2,2,79,103,120,135,115,78,2,45,1,87.5,2,1,8
14,848,Toxel,1,4,5,12,13,14,40,38,35,54,35,40,3,75,1,50,3,2,52
15,849,Toxtricity,1,4,5,15,16,17,75,98,70,114,70,75,3,45,1,50,3,3,52
16,849,Toxtricity,1,4,5,15,18,17,75,98,70,114,70,75,3,45,1,50,3,3,52
17,30,Nidorina,1,5,52,19,20,21,70,62,67,55,0,56,1,120,1,0,1,2,52
18,31,Nidoqueen,1,5,13,19,20,22,90,92,87,75,85,76,1,45,1,0,1,2,52
19,392,Infernape,1,2,9,5,2,23,76,104,71,104,71,108,4,45,1,87.5,4,4,3
20,403,Shinx,1,4,52,20,24,25,45,65,34,40,34,45,4,235,1,50,4,4,52
21,404,Luxio,1,4,52,20,24,25,60,85,49,60,49,60,4,120,1,50,4,4,52
22,405,Luxray,1,4,52,20,24,25,80,120,79,95,79,70,4,45,1,50,4,4,52
23,11,Metapod,1,6,52,26,2,2,50,20,55,25,0,30,1,120,2,50,1,5,52
24,12,Butterfree,1,6,18,27,2,28,60,45,50,90,80,70,1,45,2,50,1,5,52
25,679,Honedge,1,7,17,29,2,2,45,80,100,35,37,28,2,180,2,50,2,6,52
26,680,Doublade,1,7,17,29,2,2,59,110,150,45,49,35,2,90,2,50,2,6,52
27,15,Beedrill,1,6,5,30,2,31,65,90,40,45,80,75,1,45,2,50,1,5,52
28,15,Beedrill,1,6,5,32,2,2,65,150,40,15,80,145,2,45,2,50,5,5,52
29,132,Ditto,1,8,52,33,2,34,48,48,48,48,0,48,1,35,2,0,1,7,52
30,14,Kakuna,1,6,5,26,2,2,45,25,50,25,0,35,1,120,2,50,1,5,52
31,13,Weedle,1,6,5,35,2,36,40,35,30,20,0,50,1,255,2,50,1,5,52
32,10,Caterpie,1,6,52,35,2,36,45,30,35,20,0,45,1,255,2,50,1,5,52
33,29,Nidoran (Female),1,5,52,19,20,21,55,47,52,40,0,41,1,235,1,0,1,1,4
34,390,Chimchar,1,2,52,5,2,23,44,58,44,58,44,61,4,45,1,87.5,4,4,3
35,391,Monferno,1,2,9,5,2,23,64,78,52,78,52,81,4,45,1,87.5,4,4,3
36,489,Phione,2,3,52,37,2,2,80,80,80,80,80,80,4,30,3,0,4,8,9
37,490,Manaphy,2,3,52,37,2,2,100,100,100,100,100,100,4,3,3,0,4,8,9
38,891,Kubfu,3,9,52,38,2,2,60,90,60,53,50,72,3,3,3,87.5,3,2,52
39,892,Urshifu,3,9,14,39,2,2,100,130,100,63,60,97,3,3,3,87.5,3,2,52
40,892,Urshifu,3,9,3,39,2,2,100,130,100,63,60,97,3,3,3,87.5,3,2,52
41,898,Calyrex,4,10,1,40,2,2,100,80,80,80,80,80,3,3,3,0,3,2,52
42,151,Mew,2,10,52,41,2,2,100,100,100,100,0,100,1,45,1,0,1,2,52
43,150,Mewtwo,4,10,52,42,2,40,106,110,90,154,0,130,1,3,3,0,1,2,52
44,150,Mewtwo,4,10,52,43,2,2,106,190,100,154,100,130,2,3,3,0,2,2,52
45,150,Mewtwo,4,10,52,44,2,2,106,150,70,194,120,140,2,3,3,0,2,2,52
46,81,Magnemite,1,4,7,45,46,47,25,35,70,95,0,45,1,190,2,0,1,6,52
47,100,Voltorb,1,4,52,48,13,49,40,30,50,55,0,100,1,190,2,0,1,6,52
48,32,Nidoran (Male),1,5,52,19,20,21,46,57,40,40,0,50,1,235,1,100,1,1,4
49,33,Nidorino,1,5,52,19,20,21,61,72,57,55,0,65,1,120,1,100,1,1,4
50,34,Nidoking,1,5,13,19,20,22,81,102,77,85,75,85,1,45,1,100,1,1,4
51,173,Cleffa,1,11,52,50,51,52,50,25,28,45,55,15,5,150,4,25,6,2,52
52,35,Clefairy,1,11,52,50,53,52,70,45,48,60,0,35,1,150,4,25,1,9,52
53,36,Clefable,1,11,52,50,53,54,95,70,73,95,90,60,1,25,4,25,1,9,52
54,37,Vulpix,1,2,52,55,2,8,38,41,40,65,0,65,1,190,2,25,1,4,52
55,37,Vulpix,1,12,52,56,2,57,38,41,40,50,65,65,6,190,2,25,7,4,52
56,38,Ninetales,1,2,52,55,2,8,73,76,75,100,0,100,1,75,2,25,1,4,52
57,38,Ninetales,1,12,11,56,2,57,73,67,75,81,100,109,6,75,2,25,7,4,52
58,174,Igglybuff,1,8,11,50,58,52,90,30,15,40,20,15,5,170,4,25,6,2,52
59,39,Jigglypuff,1,8,11,50,58,52,115,45,20,25,0,20,1,170,4,25,1,9,52
60,40,Wigglytuff,1,8,11,50,58,59,140,70,45,85,50,45,1,50,4,25,1,9,52
61,41,Zubat,1,5,18,38,2,60,40,45,35,40,0,55,1,255,2,50,1,10,52
62,42,Golbat,1,5,18,38,2,60,75,80,70,75,0,95,1,90,2,50,1,10,52
63,169,Crobat,1,5,18,38,2,60,85,90,80,70,80,130,5,90,2,50,6,10,52
64,43,Oddish,1,1,5,3,2,36,45,50,55,75,0,30,1,255,1,50,1,11,52
65,44,Gloom,1,1,5,3,2,61,60,65,70,85,0,40,1,120,1,50,1,11,52
66,45,Vileplume,1,1,5,3,2,62,75,80,85,110,90,50,1,45,1,50,1,11,52
67,182,Bellossom,1,1,52,3,2,63,75,80,95,90,100,50,5,45,1,50,6,11,52
68,46,Paras,1,6,1,62,64,65,35,70,55,55,0,25,1,190,2,50,1,5,11
69,47,Parasect,1,6,1,62,64,65,60,95,80,80,0,30,1,75,2,50,1,5,11
70,48,Venonat,1,6,5,27,28,36,60,55,50,40,0,45,1,190,2,50,1,5,52
71,49,Venomoth,1,6,5,35,28,66,70,65,60,90,0,90,1,75,2,50,1,5,52
72,50,Diglett,1,13,52,67,68,69,10,55,25,45,0,95,1,255,2,50,1,4,52
73,51,Dugtrio,1,13,52,67,68,69,35,100,50,50,70,120,1,50,2,50,1,4,52
74,50,Diglett,1,13,7,67,70,69,10,55,30,35,45,90,6,255,2,50,7,4,52
75,51,Dugtrio,1,13,7,67,70,69,35,100,60,50,70,110,6,50,2,50,7,4,52
76,16,Pidgey,1,8,18,71,72,73,40,45,40,35,0,56,1,255,1,50,1,10,52
77,17,Pidgeotto,1,8,18,71,72,73,63,60,55,50,0,71,1,120,1,50,1,10,52
78,18,Pidgeot,1,8,18,71,72,73,83,80,75,70,70,101,1,45,1,50,1,10,52
79,18,Pidgeot,1,8,18,29,2,2,83,80,80,135,80,121,2,45,1,50,5,10,52
80,19,Rattata,1,8,52,36,25,21,30,56,35,25,0,72,1,255,2,50,1,4,52
81,19,Rattata,1,14,8,74,21,4,30,56,35,25,35,72,6,255,2,50,7,4,52
82,20,Raticate,1,8,52,36,25,21,55,81,60,50,0,97,1,127,2,50,1,4,52
83,20,Raticate,1,14,8,74,21,4,75,71,70,40,80,77,6,127,2,50,7,4,52
84,21,Spearow,1,8,18,71,2,31,40,60,30,31,0,70,1,255,2,50,1,10,52
85,22,Fearow,1,8,18,71,2,31,65,90,65,61,0,100,1,90,2,50,1,10,52
86,23,Ekans,1,5,52,24,26,40,35,60,44,40,0,55,1,255,2,50,1,4,15
87,24,Arbok,1,5,52,24,26,40,60,95,69,65,79,80,1,90,2,50,1,4,15
88,172,Pichu,1,4,52,13,2,75,20,40,15,35,35,60,5,190,2,50,6,2,52
89,25,Pikachu,1,4,52,13,2,75,35,55,40,50,0,90,1,190,2,50,1,4,9
90,26,Raichu,1,4,52,13,2,75,60,90,55,90,80,110,1,75,2,50,1,4,9
91,26,Raichu,1,4,10,76,2,2,60,85,50,95,85,110,6,75,2,50,7,4,9
92,27,Sandshrew,1,13,52,67,2,77,50,75,85,30,0,40,1,255,2,50,1,4,52
93,27,Sandshrew,1,12,7,56,2,78,50,75,90,10,35,40,6,255,2,50,7,4,52
94,28,Sandslash,1,13,52,67,2,77,75,100,110,55,0,65,1,90,2,50,1,4,52
95,28,Sandslash,1,12,7,56,2,78,75,100,120,25,65,65,6,90,2,50,7,4,52
96,52,Meowth,1,8,52,79,17,40,40,45,35,40,0,90,1,255,2,50,1,4,52
97,52,Meowth,1,14,52,79,17,12,40,35,35,50,40,90,6,255,2,50,7,4,52
98,52,Meowth,1,7,52,79,7,40,50,65,55,40,40,40,3,255,2,50,3,4,52
99,863,Perrserker,1,7,52,80,7,81,70,110,100,50,60,50,3,90,2,50,3,4,52
100,53,Persian,1,8,52,33,17,40,65,70,60,65,0,115,1,90,2,50,1,4,52
101,53,Persian,1,14,52,82,17,12,65,60,60,75,65,115,6,90,2,50,7,4,52
102,54,Psyduck,1,3,52,65,83,84,50,52,48,50,0,55,1,190,2,50,1,8,4
105,101,Electrode,1,4,52,48,13,49,60,50,70,80,80,150,1,60,2,0,1,6,52
136,102,Exeggcute,1,1,10,3,2,85,60,40,80,60,0,40,1,90,3,50,1,11,52
137,103,Exeggutor,1,1,10,3,2,85,95,95,85,125,75,55,1,45,3,50,1,11,52
138,104,Cubone,1,13,52,86,75,80,50,50,95,40,0,35,1,190,2,50,1,1,52
139,105,Marowak,1,13,52,86,75,80,60,80,110,50,0,45,1,75,2,50,1,1,52
140,106,Hitmonlee,1,9,52,33,87,88,50,120,53,35,0,87,1,45,2,100,1,3,52
141,107,Hitmonchan,1,9,52,71,23,38,50,105,79,35,0,76,1,45,2,100,1,3,52
142,108,Lickitung,1,8,52,89,90,83,90,55,75,60,0,30,1,45,2,50,1,1,52
143,109,Koffing,1,5,52,91,2,2,40,65,95,60,0,35,1,190,2,50,1,12,52
144,110,Weezing,1,5,52,91,2,2,65,90,120,85,0,60,1,60,2,50,1,12,52
145,111,Rhyhorn,1,13,15,75,86,87,80,85,95,30,0,25,1,120,3,50,1,1,4
146,112,Rhydon,1,13,15,75,86,87,105,130,120,45,0,40,1,60,3,50,1,1,4
147,113,Chansey,1,8,52,92,93,63,250,5,5,105,0,50,1,30,4,0,1,9,52
148,114,Tangela,1,1,52,3,94,95,65,55,115,100,0,60,1,45,2,50,1,11,52
211,115,Kangaskhan,1,8,52,96,97,38,105,95,80,40,0,90,1,45,2,0,1,1,52
212,116,Horsea,1,3,52,84,31,65,30,40,70,70,0,60,1,225,2,50,1,8,15
213,117,Seadra,1,3,52,19,31,65,55,65,95,95,0,85,1,75,2,50,1,8,15
214,118,Goldeen,1,3,52,84,98,75,45,67,60,50,0,63,1,225,2,50,1,13,52
215,119,Seaking,1,3,52,84,98,75,80,92,65,80,0,68,1,60,2,50,1,13,52
216,120,Staryu,1,3,52,99,92,47,30,45,55,70,0,85,1,225,3,0,1,14,52
217,121,Starmie,1,3,10,99,92,47,60,75,85,100,0,115,1,60,3,0,1,14,52
218,122,Mr. Mime,1,10,11,48,100,17,40,45,65,100,0,90,1,45,2,50,1,3,52
219,123,Scyther,1,6,18,30,17,43,70,110,80,55,0,105,1,45,2,50,1,5,52
220,124,Jynx,1,12,10,90,101,64,65,50,35,95,0,95,1,45,2,0,1,3,52
221,125,Electabuzz,1,4,52,13,2,102,65,83,57,85,0,105,1,45,2,75,1,3,52
222,126,Magmar,1,2,52,103,2,102,65,95,57,85,0,93,1,45,2,75,1,3,52
223,127,Pinsir,1,6,52,104,105,106,65,125,100,55,0,85,1,45,3,50,1,5,52
224,128,Tauros,1,8,52,24,107,22,75,100,95,70,0,110,1,45,3,100,1,4,52
225,129,Magikarp,1,3,52,84,2,12,20,10,55,20,0,80,1,255,3,50,1,13,15
226,130,Gyarados,1,3,18,24,2,106,95,125,79,100,0,81,1,45,3,50,1,13,15
227,131,Lapras,1,3,12,108,109,37,130,85,80,95,0,60,1,45,3,50,1,1,8
228,133,Eevee,1,8,52,36,32,110,55,55,50,65,0,55,1,45,2,87.5,1,4,52
229,134,Vaporeon,1,3,52,108,2,37,130,65,60,110,0,65,1,45,2,87.5,1,4,52
230,135,Jolteon,1,4,52,111,2,112,65,65,60,110,0,130,1,45,2,87.5,1,4,52
231,136,Flareon,1,2,52,55,2,25,65,130,60,110,0,65,1,45,2,87.5,1,4,52
232,137,Porygon,1,8,52,113,114,47,65,60,70,75,0,40,1,45,2,0,1,6,52
233,138,Omanyte,1,15,3,84,109,115,35,40,100,90,0,35,1,45,2,87.5,1,8,14
234,139,Omastar,1,15,3,84,109,115,70,60,125,115,0,55,1,45,2,87.5,1,8,14
235,140,Kabuto,1,15,3,84,80,115,30,80,90,45,0,55,1,45,2,87.5,1,8,14
236,141,Kabutops,1,15,3,84,80,115,60,115,105,70,0,80,1,45,2,87.5,1,8,14
237,142,Aerodactyl,1,15,18,86,42,40,80,105,65,60,0,130,1,45,3,87.5,1,10,52
238,143,Snorlax,1,8,52,116,4,74,160,110,65,65,0,30,1,25,3,87.5,1,1,52
239,144,Articuno,3,12,18,42,2,56,90,85,100,125,0,85,1,3,3,0,1,2,52
240,145,Zapdos,3,4,18,42,2,13,90,90,85,125,0,100,1,3,3,0,1,2,52
241,146,Moltres,3,2,18,42,2,103,90,100,90,125,0,90,1,3,3,0,1,2,52
242,147,Dratini,1,16,52,26,2,117,41,64,45,50,0,50,1,45,3,50,1,8,15
243,148,Dragonair,1,16,52,26,2,117,61,84,65,70,0,70,1,45,3,50,1,8,15
244,149,Dragonite,1,16,18,38,2,118,91,134,95,100,0,80,1,45,3,50,1,8,15
245,152,Chikorita,1,1,52,1,2,94,45,49,65,49,65,45,5,45,1,87.5,6,1,11
246,153,Bayleef,1,1,52,1,2,94,60,62,80,63,80,60,5,45,1,87.5,6,1,11
247,154,Meganium,1,1,52,1,2,94,80,82,100,83,100,80,5,45,1,87.5,6,1,11
248,155,Cyndaquil,1,2,52,5,2,55,39,52,43,60,50,65,5,45,1,87.5,6,4,52
249,156,Quilava,1,2,52,5,2,55,58,64,58,80,65,80,5,45,1,87.5,6,4,52
250,157,Typhlosion,1,2,52,5,2,55,78,84,78,109,85,100,5,45,1,87.5,6,4,52
251,158,Totodile,1,3,52,9,2,22,50,65,64,44,48,43,5,45,1,87.5,6,1,8
252,159,Croconaw,1,3,52,9,2,22,65,80,80,59,63,58,5,45,1,87.5,6,1,8
253,160,Feraligatr,1,3,52,9,2,22,85,105,100,79,83,78,5,45,1,87.5,6,1,8
254,161,Sentret,1,8,52,36,71,59,35,46,34,35,45,20,5,255,2,50,6,4,52
255,162,Furret,1,8,52,36,71,59,85,76,64,45,55,90,5,90,2,50,6,4,52
256,163,Hoothoot,1,8,18,44,71,28,60,30,30,36,56,50,5,255,2,50,6,10,52
257,164,Noctowl,1,8,18,44,71,28,100,50,50,86,96,70,5,90,2,50,6,10,52
258,165,Ledyba,1,6,18,30,96,12,40,20,30,40,80,55,5,255,4,50,6,5,52
259,166,Ledian,1,6,18,30,96,23,55,35,50,55,110,85,5,90,4,50,6,5,52
260,167,Spinarak,1,6,5,30,44,31,40,60,40,40,40,30,5,255,4,50,6,5,52
261,168,Ariados,1,6,5,30,44,31,70,90,70,60,70,40,5,90,4,50,6,5,52
262,170,Chinchou,1,3,4,111,99,108,75,38,38,56,56,67,5,190,3,50,6,13,52
263,171,Lanturn,1,3,4,111,99,108,125,58,58,76,76,67,5,75,3,50,6,13,52
264,175,Togepi,1,11,52,21,93,119,35,20,65,40,65,20,5,190,4,87.5,6,2,52
265,176,Togetic,1,11,18,21,93,119,55,40,85,80,105,40,5,75,4,87.5,6,10,9
266,177,Natu,1,10,18,41,96,51,40,50,45,70,45,70,5,190,2,50,6,10,52
267,178,Xatu,1,10,18,41,96,51,65,75,70,95,70,95,5,75,2,50,6,10,52
278,179,Mareep,1,4,52,13,2,16,55,40,40,65,45,35,5,235,1,50,6,1,4
279,180,Flaaffy,1,4,52,13,2,16,70,55,55,80,60,45,5,120,1,50,6,1,4
280,181,Ampharos,1,4,52,13,2,16,90,75,85,115,90,55,5,45,1,50,6,1,4
283,183,Marill,1,3,11,4,120,121,70,20,50,20,50,40,5,190,4,50,6,8,9
284,184,Azumarill,1,3,11,4,120,121,100,50,80,60,80,50,5,75,4,50,6,8,9
285,185,Sudowoodo,1,15,52,46,86,12,70,110,115,30,65,30,5,65,2,50,6,6,52
286,186,Politoed,1,3,52,108,65,122,90,75,75,90,100,70,5,45,1,50,6,8,52
287,187,Hoppip,1,1,18,3,94,60,35,35,40,35,55,50,5,255,1,50,6,9,11
288,188,Skiploom,1,1,18,3,94,60,55,45,50,45,65,80,5,120,1,50,6,9,11
289,189,Jumpluff,1,1,18,3,94,60,75,55,70,55,95,110,5,45,1,50,6,9,11
290,190,Aipom,1,8,52,36,79,123,55,70,55,40,55,85,5,45,4,50,6,4,52
291,191,Sunkern,1,1,52,3,6,96,30,30,30,30,30,30,5,235,1,50,6,11,52
292,192,Sunflora,1,1,52,3,6,96,75,75,55,105,85,30,5,120,1,50,6,11,52
293,193,Yanma,1,6,18,124,27,59,65,65,45,75,45,95,5,75,2,50,6,5,52
294,194,Wooper,1,3,13,65,108,54,55,45,45,25,25,15,5,255,2,50,6,8,4
295,195,Quagsire,1,3,13,65,108,54,95,85,85,65,65,35,5,90,2,50,6,8,4
296,196,Espeon,1,10,52,41,2,51,65,65,60,130,95,110,5,45,2,87.5,6,4,52
297,197,Umbreon,1,14,52,41,2,38,95,65,110,60,130,65,5,45,2,87.5,6,4,52
298,198,Murkrow,1,14,18,44,119,125,60,85,42,85,42,91,5,30,1,50,6,10,52
299,199,Slowking,1,3,10,90,89,95,95,75,80,100,110,30,5,70,2,50,6,1,8
324,200,Misdreavus,1,17,52,91,2,2,60,60,60,85,85,85,5,45,4,50,6,12,52
325,201,Unown,1,10,52,91,2,2,48,72,48,72,48,48,5,225,2,0,6,2,52
326,202,Wobbuffet,1,10,52,126,2,127,190,33,58,33,58,33,5,45,2,50,6,12,52
327,203,Girafarig,1,8,10,38,96,121,70,80,65,90,65,85,5,60,2,50,6,4,52
328,204,Pineco,1,6,52,46,2,128,50,65,90,35,35,15,5,190,2,50,6,5,52
329,205,Forretress,1,6,7,46,2,128,75,90,140,60,60,40,5,75,2,50,6,5,52
330,206,Dunsparce,1,8,52,93,36,12,100,70,70,65,65,45,5,190,2,50,6,4,52
331,207,Gligar,1,13,18,104,67,116,65,75,105,35,65,85,5,60,1,50,6,5,52
332,208,Steelix,1,7,13,86,46,22,75,85,200,55,65,30,5,25,2,50,6,6,52
333,209,Snubbull,1,11,52,24,36,12,60,80,50,40,40,30,5,190,4,25,6,4,9
334,210,Granbull,1,11,52,24,112,12,90,120,75,60,60,45,5,75,4,25,6,4,9
335,211,Qwilfish,1,3,5,19,84,24,65,95,85,55,55,85,5,45,2,50,6,13,52
336,212,Scizor,1,6,7,30,17,129,70,130,100,55,80,65,5,25,2,50,6,5,52
337,213,Shuckle,1,6,15,46,74,130,20,10,230,10,230,5,5,190,1,50,6,5,52
338,214,Heracross,1,6,9,30,25,106,80,125,75,40,95,85,5,45,3,50,6,5,52
339,215,Sneasel,1,14,12,38,71,131,55,95,55,35,75,115,5,60,1,50,6,4,52
340,216,Teddiursa,1,8,52,79,112,132,60,80,50,50,50,40,5,120,2,50,6,4,52
341,217,Ursaring,1,8,52,25,112,40,90,130,75,75,75,55,5,60,2,50,6,4,52
342,218,Slugma,1,2,52,133,103,115,40,40,40,70,40,20,5,190,2,50,6,12,52
343,219,Magcargo,1,2,15,133,103,115,60,50,120,90,80,30,5,75,2,50,6,12,52
344,220,Swinub,1,12,13,90,56,4,50,50,40,30,30,50,5,225,3,50,6,4,52
345,221,Piloswine,1,12,13,90,56,4,100,100,80,60,60,50,5,75,3,50,6,4,52
346,222,Corsola,1,3,15,21,92,95,65,55,95,65,95,35,5,60,4,25,6,8,14
347,223,Remoraid,1,3,52,21,31,134,35,65,35,65,35,65,5,190,2,50,6,8,13
348,224,Octillery,1,3,52,135,31,134,75,105,75,105,75,45,5,75,2,50,6,8,13
349,225,Delibird,1,12,18,102,2,44,45,55,45,65,45,75,5,45,4,50,6,8,4
350,226,Mantine,1,3,18,84,108,98,85,40,70,80,140,70,5,25,3,50,6,8,52
351,227,Skarmory,1,7,18,71,46,115,65,80,140,40,70,70,5,25,3,50,6,10,52
352,228,Houndour,1,14,2,96,55,40,45,60,30,80,50,65,5,120,3,50,6,4,52
353,229,Houndoom,1,14,2,96,55,40,75,90,50,110,80,95,5,45,3,50,6,4,52
354,230,Kingdra,1,3,16,84,31,65,75,95,95,95,95,85,5,45,2,50,6,8,15
355,231,Phanpy,1,13,52,79,2,67,90,60,60,40,40,40,5,120,2,50,6,4,52
356,232,Donphan,1,13,52,46,2,67,90,120,120,60,60,50,5,60,2,50,6,4,52
357,233,Porygon2,1,8,52,113,114,47,85,80,90,105,95,60,5,45,2,0,6,6,52
358,234,Stantler,1,8,52,24,59,121,73,95,62,85,65,85,5,45,3,50,6,4,52
359,235,Smeargle,1,8,52,89,17,134,55,20,35,20,45,75,5,45,4,50,6,4,52
360,236,Tyrogue,1,9,52,25,43,102,35,35,35,35,35,35,5,75,2,100,6,2,52
361,237,Hitmontop,1,9,52,24,17,43,50,95,95,35,110,70,5,45,2,100,6,3,52
362,238,Smoochum,1,12,10,90,101,37,45,30,15,85,65,65,5,45,2,0,6,2,52
363,239,Elekid,1,4,52,13,2,102,45,63,37,65,55,95,5,45,2,75,6,2,52
364,240,Magby,1,2,52,103,2,102,45,75,37,70,55,83,5,45,2,75,6,2,52
365,241,Miltank,1,8,52,4,97,121,95,80,105,40,70,100,5,45,3,0,6,4,52
366,242,Blissey,1,8,52,92,93,63,255,10,10,75,135,55,5,30,4,0,6,9,52
367,243,Raikou,3,4,52,42,2,2,90,85,75,115,100,115,5,3,3,0,6,2,52
368,244,Entei,3,2,52,42,2,38,115,115,85,90,75,100,5,3,3,0,6,2,52
369,245,Suicune,3,3,52,42,2,38,100,75,115,90,115,85,5,3,3,0,6,2,52
370,246,Larvitar,1,15,13,25,2,67,50,64,50,45,50,41,5,45,3,50,6,1,52
371,247,Pupitar,1,15,13,26,2,2,70,84,70,65,70,51,5,45,3,50,6,1,52
372,248,Tyranitar,1,15,14,136,2,40,100,134,110,95,100,61,5,45,3,50,6,1,52
373,249,Lugia,4,10,18,42,2,118,106,90,130,90,154,110,5,3,3,0,6,2,52
374,250,Ho-Oh,4,2,18,42,2,95,106,130,90,110,154,90,5,3,3,0,6,2,52
375,251,Celebi,2,10,1,92,2,2,100,100,100,100,100,100,5,45,1,0,6,2,52
380,252,Treecko,1,1,52,1,2,88,40,45,35,65,55,70,7,45,1,87.5,8,1,15
381,253,Grovyle,1,1,52,1,2,88,50,65,45,85,65,95,7,45,1,87.5,8,1,15
382,254,Sceptile,1,1,52,1,2,88,70,85,65,105,85,120,7,45,1,87.5,8,1,15
383,255,Torchic,1,2,52,5,2,124,45,60,40,70,50,45,7,45,1,87.5,8,4,52
384,256,Combusken,1,2,9,5,2,124,60,85,60,85,60,55,7,45,1,87.5,8,4,52
385,257,Blaziken,1,2,9,5,2,124,80,120,70,110,70,80,7,45,1,87.5,8,4,52
386,258,Mudkip,1,3,52,9,2,65,50,70,50,50,50,40,7,45,1,87.5,8,1,8
387,259,Marshtomp,1,3,13,9,2,65,70,85,70,60,70,50,7,45,1,87.5,8,1,8
388,260,Swampert,1,3,13,9,2,65,100,110,90,85,90,60,7,45,1,87.5,8,1,8
389,261,Poochyena,1,14,52,36,112,12,35,55,35,30,30,35,7,255,2,50,8,4,52
390,262,Mightyena,1,14,52,24,112,106,70,90,70,60,60,70,7,127,2,50,8,4,52
391,263,Zigzagoon,1,8,52,79,74,112,38,30,41,30,41,60,7,255,2,50,8,4,52
392,264,Linoone,1,8,52,79,74,112,78,70,61,50,61,100,7,90,2,50,8,4,52
393,265,Wurmple,1,6,52,35,2,36,45,45,35,20,30,20,7,255,2,50,8,5,52
394,266,Silcoon,1,6,52,26,2,2,50,35,55,25,25,15,7,120,2,50,8,5,52
395,267,Beautifly,1,6,18,30,2,20,60,70,50,100,50,65,7,45,2,50,8,5,52
396,268,Cascoon,1,6,52,26,2,2,50,35,55,25,25,15,7,120,2,50,8,5,52
397,269,Dustox,1,6,5,35,2,27,60,50,70,50,90,65,7,45,2,50,8,5,52
398,270,Lotad,1,3,1,84,10,89,40,30,30,40,50,30,7,255,1,50,8,8,11
399,271,Lombre,1,3,1,84,10,89,60,50,50,60,70,50,7,120,1,50,8,8,11
400,272,Ludicolo,1,3,1,84,10,89,80,70,70,90,100,70,7,45,1,50,8,8,11
401,273,Seedot,1,1,52,3,96,131,40,40,50,30,30,30,7,255,1,50,8,4,11
402,274,Nuzleaf,1,1,14,3,96,131,70,70,40,60,40,60,7,120,1,50,8,4,11
403,275,Shiftry,1,1,14,3,96,131,90,100,60,90,60,80,7,45,1,50,8,9,11
404,276,Taillow,1,8,18,25,2,97,40,55,30,30,30,85,7,200,1,50,8,10,52
405,277,Swellow,1,8,18,25,2,97,60,85,60,75,50,125,7,45,1,50,8,10,52
406,278,Wingull,1,3,18,71,37,10,40,30,30,55,30,85,7,190,2,50,8,8,10
407,279,Pelipper,1,3,18,71,122,10,60,50,100,95,70,65,7,45,2,50,8,8,10
408,280,Ralts,1,10,11,41,113,127,28,25,25,45,35,40,7,235,3,50,8,3,12
